epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,7362.61,0.43785,0.39512,0.86933,0.57938,0.51852,0.40553,0.19371,2.36151,1.97038,2.59503,0.0001784,0.0001784,0.0001784
186,7403,0.50838,0.43154,0.86975,0.60247,0.51852,0.39928,0.18686,2.37691,1.90473,2.58558,0.0001685,0.0001685,0.0001685
187,7443.52,0.51454,0.43256,0.89979,0.60345,0.51852,0.39891,0.1855,2.37016,1.88581,2.5757,0.0001586,0.0001586,0.0001586
188,7482.72,0.50549,0.47965,0.8702,0.60391,0.51852,0.39942,0.18289,2.31595,1.91291,2.50991,0.0001487,0.0001487,0.0001487
189,7523.74,0.53581,0.46517,0.89584,0.6048,0.51852,0.39716,0.1846,2.32189,1.90583,2.50975,0.0001388,0.0001388,0.0001388
190,7563.65,0.4872,0.41817,0.89094,0.60393,0.51852,0.39734,0.18704,2.35741,1.87999,2.56027,0.0001289,0.0001289,0.0001289
191,7603.48,0.42703,0.38334,0.83676,0.60402,0.51852,0.43123,0.20291,2.39872,1.79178,2.66132,0.000119,0.000119,0.000119
192,7646.18,0.44514,0.37307,0.82488,0.60331,0.51852,0.40951,0.19316,2.39209,1.79723,2.64983,0.0001091,0.0001091,0.0001091
193,7685.6,0.45084,0.37397,0.80206,0.60417,0.51852,0.42779,0.20402,2.42254,1.74056,2.6795,9.92e-05,9.92e-05,9.92e-05
194,7724.48,0.44438,0.38041,0.84481,0.58208,0.51596,0.41917,0.19473,2.34455,1.79867,2.56215,8.93e-05,8.93e-05,8.93e-05
